listing_type,city,city_score,has_city,budget,budget_normalized,has_budget,has_email,has_phone,has_address,profile_complete,docs_uploaded,docs_score,is_long_term,has_move_in_date,is_business_hour,fifo_position,fifo_score,converted
Buy,Hammamet,0.82,1,1411496.0,0.9409973333333334,1,1,0,1,70,1,0.2,,1,1,1138,0.772,1
Rent,Ariana,0.88,1,4623.0,0.9246,1,1,1,1,100,4,0.8,0.0,1,1,1139,0.772,1
Rent,Monastir,0.8,1,3265.0,0.653,1,1,1,1,100,5,1.0,,0,0,1140,0.772,1
Rent,Nabeul,0.78,1,,,0,1,0,1,70,3,0.6,1.0,1,1,1141,0.772,1
Buy,Ben Arous,0.83,1,312733.0,0.20848866666666666,1,1,1,1,100,5,1.0,,1,0,1142,0.772,1
Rent,Bizerte,0.75,1,1266.0,0.2532,1,1,1,1,100,4,0.8,1.0,1,0,1143,0.771,1
Buy,La Marsa,0.95,1,,,0,1,1,1,100,3,0.6,,1,0,1144,0.771,1
Buy,Hammamet,0.82,1,,,0,1,0,1,70,4,0.8,,1,1,1145,0.771,1
Rent,Sousse,0.9,1,4862.0,0.9724,1,1,1,1,100,2,0.4,1.0,1,0,1146,0.771,1
Buy,Sfax,0.85,1,794400.0,0.5296,1,1,1,1,100,5,1.0,,1,1,1147,0.771,1
Rent,Non précisée,0.2,0,,,0,1,1,1,100,4,0.8,,0,0,1148,0.77,1
Rent,Unknown,0.3,0,3407.0,0.6814,1,1,1,1,100,2,0.4,0.0,1,1,1149,0.77,1
Rent,Nabeul,0.78,1,,,0,1,1,1,100,3,0.6,,0,1,1150,0.77,1
Rent,Sousse,0.9,1,643.0,0.1286,1,1,1,1,100,1,0.2,0.0,1,0,1151,0.77,0
Rent,Sfax,0.85,1,1656.0,0.3312,1,1,1,1,100,1,0.2,,0,1,1152,0.77,0
Buy,Monastir,0.8,1,345704.0,0.23046933333333333,1,1,1,1,100,1,0.2,,0,0,1153,0.769,0
Buy,Tunis,1.0,1,104058.0,0.069372,1,1,1,1,100,3,0.6,,1,1,1154,0.769,1
Buy,La Marsa,0.95,1,279879.0,0.186586,1,1,1,0,60,3,0.6,,1,0,1155,0.769,1
Buy,Bizerte,0.75,1,294239.0,0.19615933333333332,1,1,1,1,100,1,0.2,,1,1,1156,0.769,1
Buy,Ariana,0.88,1,1000983.0,0.667322,1,1,1,1,100,5,1.0,,1,0,1157,0.769,1
Rent,Sfax,0.85,1,4570.0,0.914,1,1,1,1,100,5,1.0,,0,0,1158,0.768,1
Buy,Monastir,0.8,1,,,0,1,1,1,100,2,0.4,,1,1,1159,0.768,1
Buy,Non précisée,0.2,0,326387.0,0.21759133333333333,1,1,1,1,100,5,1.0,,1,0,1160,0.768,1
Rent,Sfax,0.85,1,2008.0,0.4016,1,1,0,1,70,4,0.8,1.0,1,0,1161,0.768,1
Rent,La Marsa,0.95,1,1775.0,0.355,1,1,1,1,100,5,1.0,1.0,1,1,1162,0.768,1
Rent,Ariana,0.88,1,1090.0,0.218,1,1,1,1,100,2,0.4,1.0,1,0,1163,0.767,1
Rent,Sfax,0.85,1,2912.0,0.5824,1,1,1,1,100,1,0.2,1.0,1,1,1164,0.767,1
Rent,Unknown,0.3,0,2683.0,0.5366,1,1,1,1,100,3,0.6,,0,1,1165,0.767,1
Rent,Unknown,0.3,0,3506.0,0.7012,1,1,1,1,100,0,0.0,,0,0,1166,0.767,1
Buy,Nabeul,0.78,1,145689.0,0.097126,1,1,1,1,100,1,0.2,,1,0,1167,0.767,0
Buy,Ben Arous,0.83,1,320984.0,0.21398933333333334,1,1,0,1,70,3,0.6,,0,0,1168,0.766,1
Rent,Nabeul,0.78,1,4829.0,0.9658,1,1,0,1,70,4,0.8,,0,0,1169,0.766,1
Rent,Non précisée,0.2,0,1622.0,0.3244,1,1,1,1,100,5,1.0,,0,0,1170,0.766,1
Buy,Tunis,1.0,1,1154266.0,0.7695106666666667,1,1,1,1,100,1,0.2,,0,0,1171,0.766,1
Buy,Unknown,0.3,0,568644.0,0.379096,1,0,1,1,70,3,0.6,,1,0,1172,0.766,0
Rent,Sfax,0.85,1,,,0,1,1,1,100,0,0.0,,0,1,1173,0.765,1
Buy,Sfax,0.85,1,870246.0,0.580164,1,1,1,1,100,2,0.4,,1,0,1174,0.765,1
Buy,Bizerte,0.75,1,475022.0,0.3166813333333333,1,1,1,1,100,3,0.6,,0,0,1175,0.765,1
Buy,Hammamet,0.82,1,1063657.0,0.7091046666666667,1,1,1,1,100,3,0.6,,0,1,1176,0.765,1
Rent,Nabeul,0.78,1,1187.0,0.2374,1,1,1,0,60,1,0.2,1.0,1,0,1177,0.765,0
Rent,Nabeul,0.78,1,,,0,1,0,1,70,1,0.2,1.0,1,0,1178,0.764,1
Buy,Sousse,0.9,1,1043032.0,0.6953546666666667,1,1,1,1,100,0,0.0,,1,1,1179,0.764,1
Rent,Bizerte,0.75,1,1533.0,0.3066,1,0,1,1,70,0,0.0,,0,0,1180,0.764,0
Rent,Ariana,0.88,1,2231.0,0.4462,1,1,1,1,100,5,1.0,0.0,1,0,1181,0.764,1
Rent,Non précisée,0.2,0,,,0,1,0,1,70,0,0.0,,0,1,1182,0.764,0
Buy,Tunis,1.0,1,1088477.0,0.7256513333333333,1,1,1,1,100,5,1.0,,1,1,1183,0.763,1
Rent,Tunis,1.0,1,3867.0,0.7734,1,1,1,1,100,2,0.4,1.0,1,1,1184,0.763,1
Buy,Sousse,0.9,1,1486599.0,0.991066,1,1,1,1,100,4,0.8,,1,1,1185,0.763,1
Rent,Monastir,0.8,1,1408.0,0.2816,1,1,1,1,100,2,0.4,0.0,1,0,1186,0.763,1
Buy,Bizerte,0.75,1,467894.0,0.31192933333333334,1,1,1,1,100,0,0.0,,1,0,1187,0.763,0
Buy,Sfax,0.85,1,1222635.0,0.81509,1,1,1,0,60,1,0.2,,0,1,1188,0.762,1
Rent,Nabeul,0.78,1,3603.0,0.7206,1,1,1,1,100,1,0.2,,0,0,1189,0.762,1
Buy,Non précisée,0.2,0,423975.0,0.28265,1,1,1,1,100,4,0.8,,1,1,1190,0.762,1
Rent,Ben Arous,0.83,1,2571.0,0.5142,1,1,1,1,100,3,0.6,,0,0,1191,0.762,1
Buy,Monastir,0.8,1,,,0,1,1,0,60,0,0.0,,1,0,1192,0.762,0
Buy,Ariana,0.88,1,942140.0,0.6280933333333333,1,1,1,1,100,0,0.0,,0,1,1193,0.761,1
Rent,Hammamet,0.82,1,3208.0,0.6416,1,1,1,1,100,4,0.8,1.0,1,0,1194,0.761,1
Rent,Non précisée,0.2,0,,,0,1,1,1,100,2,0.4,1.0,1,1,1195,0.761,1
Rent,Sousse,0.9,1,,,0,1,1,1,100,5,1.0,1.0,1,0,1196,0.761,1
Rent,Nabeul,0.78,1,387.0,0.0774,1,1,1,0,60,4,0.8,0.0,1,1,1197,0.761,1
Rent,Ariana,0.88,1,2536.0,0.5072,1,0,1,1,70,0,0.0,1.0,1,1,1198,0.76,1
Buy,Ben Arous,0.83,1,1037358.0,0.691572,1,1,1,1,100,3,0.6,,1,0,1199,0.76,1
Buy,Tunis,1.0,1,1335387.0,0.890258,1,1,1,1,100,1,0.2,,0,0,1200,0.76,1
Buy,La Marsa,0.95,1,180705.0,0.12047,1,1,1,1,100,1,0.2,,1,0,1201,0.76,0
Buy,Nabeul,0.78,1,713707.0,0.47580466666666665,1,1,1,1,100,5,1.0,,1,1,1202,0.76,1
Buy,Unknown,0.3,0,1450315.0,0.9668766666666667,1,1,0,1,70,4,0.8,,0,1,1203,0.759,1
Buy,Sousse,0.9,1,627818.0,0.4185453333333333,1,1,1,1,100,5,1.0,,1,0,1204,0.759,1
Rent,Bizerte,0.75,1,1264.0,0.2528,1,1,1,1,100,4,0.8,0.0,1,0,1205,0.759,1
Buy,Non précisée,0.2,0,,,0,1,1,0,60,1,0.2,,1,0,1206,0.759,0
Rent,La Marsa,0.95,1,,,0,1,1,1,100,5,1.0,1.0,1,0,1207,0.759,1
Buy,Bizerte,0.75,1,,,0,1,1,0,60,2,0.4,,1,0,1208,0.758,0
Rent,Monastir,0.8,1,2716.0,0.5432,1,1,1,0,60,2,0.4,0.0,1,0,1209,0.758,0
Rent,Unknown,0.3,0,1696.0,0.3392,1,0,1,1,70,4,0.8,1.0,1,1,1210,0.758,1
Rent,Unknown,0.3,0,2664.0,0.5328,1,1,1,1,100,5,1.0,0.0,1,0,1211,0.758,1
Rent,Monastir,0.8,1,557.0,0.1114,1,1,1,1,100,3,0.6,,0,1,1212,0.758,1
Rent,Nabeul,0.78,1,577.0,0.1154,1,1,1,1,100,0,0.0,,0,1,1213,0.757,0
Rent,Nabeul,0.78,1,1120.0,0.224,1,1,1,0,60,4,0.8,,0,0,1214,0.757,1
Rent,Ben Arous,0.83,1,3863.0,0.7726,1,1,1,1,100,5,1.0,0.0,1,0,1215,0.757,1
Rent,Bizerte,0.75,1,,,0,1,1,1,100,4,0.8,,0,1,1216,0.757,1
Rent,Ben Arous,0.83,1,533.0,0.1066,1,1,1,1,100,4,0.8,1.0,1,0,1217,0.757,1
Buy,Sousse,0.9,1,162826.0,0.10855066666666667,1,1,1,1,100,2,0.4,,1,0,1218,0.756,0
Rent,Tunis,1.0,1,1941.0,0.3882,1,1,1,0,60,1,0.2,1.0,1,0,1219,0.756,1
Buy,Sousse,0.9,1,834875.0,0.5565833333333333,1,0,1,0,30,4,0.8,,1,0,1220,0.756,1
Buy,La Marsa,0.95,1,1021996.0,0.6813306666666666,1,1,1,0,60,1,0.2,,1,0,1221,0.756,0
Rent,Nabeul,0.78,1,3778.0,0.7556,1,1,1,1,100,5,1.0,1.0,1,0,1222,0.756,1
Buy,Monastir,0.8,1,762719.0,0.5084793333333333,1,1,0,1,70,3,0.6,,1,0,1223,0.755,1
Buy,Sousse,0.9,1,142794.0,0.095196,1,1,1,1,100,5,1.0,,0,0,1224,0.755,1
Rent,Bizerte,0.75,1,4237.0,0.8474,1,0,1,1,70,1,0.2,1.0,1,0,1225,0.755,1
Rent,Sfax,0.85,1,1130.0,0.226,1,1,1,1,100,1,0.2,1.0,1,1,1226,0.755,1
Rent,Tunis,1.0,1,3590.0,0.718,1,1,0,1,70,5,1.0,1.0,1,1,1227,0.755,1
Rent,La Marsa,0.95,1,4682.0,0.9364,1,1,1,0,60,3,0.6,0.0,1,0,1228,0.754,1
Buy,Sousse,0.9,1,,,0,1,1,1,100,4,0.8,,1,0,1229,0.754,1
Rent,Hammamet,0.82,1,,,0,1,1,1,100,2,0.4,,0,0,1230,0.754,1
Rent,Bizerte,0.75,1,2726.0,0.5452,1,1,0,1,70,2,0.4,0.0,1,1,1231,0.754,1
Rent,Unknown,0.3,0,,,0,1,1,1,100,3,0.6,,0,0,1232,0.754,0
Buy,Sousse,0.9,1,1377329.0,0.9182193333333334,1,1,1,1,100,3,0.6,,1,0,1233,0.753,1
Rent,Tunis,1.0,1,,,0,1,1,1,100,5,1.0,0.0,1,1,1234,0.753,1
Buy,Nabeul,0.78,1,683310.0,0.45554,1,1,0,1,70,2,0.4,,1,0,1235,0.753,0
Buy,Hammamet,0.82,1,451905.0,0.30127,1,1,1,1,100,4,0.8,,1,0,1236,0.753,1
Buy,Nabeul,0.78,1,501326.0,0.3342173333333333,1,1,1,1,100,1,0.2,,0,0,1237,0.753,1
Buy,Ben Arous,0.83,1,430130.0,0.28675333333333336,1,1,1,1,100,0,0.0,,1,0,1238,0.752,0
Buy,Bizerte,0.75,1,1306360.0,0.8709066666666667,1,1,1,0,60,1,0.2,,0,1,1239,0.752,1
Buy,Sfax,0.85,1,1327828.0,0.8852186666666667,1,1,1,1,100,2,0.4,,1,1,1240,0.752,1
Buy,Nabeul,0.78,1,776382.0,0.517588,1,1,1,1,100,3,0.6,,0,0,1241,0.752,1
Buy,Unknown,0.3,0,895022.0,0.5966813333333333,1,0,1,1,70,5,1.0,,1,1,1242,0.752,1
Buy,Monastir,0.8,1,1160634.0,0.773756,1,1,1,1,100,5,1.0,,1,0,1243,0.751,1
Buy,Ben Arous,0.83,1,954985.0,0.6366566666666666,1,1,1,1,100,2,0.4,,1,1,1244,0.751,1
Buy,Hammamet,0.82,1,326189.0,0.21745933333333334,1,1,1,0,60,3,0.6,,0,0,1245,0.751,0
Rent,Sousse,0.9,1,3585.0,0.717,1,1,1,1,100,4,0.8,,0,1,1246,0.751,1
Buy,Unknown,0.3,0,1377754.0,0.9185026666666667,1,1,1,1,100,3,0.6,,0,1,1247,0.751,1
Rent,La Marsa,0.95,1,3981.0,0.7962,1,1,1,1,100,0,0.0,0.0,1,1,1248,0.75,1
Buy,Unknown,0.3,0,853950.0,0.5693,1,1,1,1,100,1,0.2,,1,0,1249,0.75,0
Buy,Sousse,0.9,1,1105625.0,0.7370833333333333,1,1,1,1,100,0,0.0,,1,0,1250,0.75,0
Buy,Ben Arous,0.83,1,1485213.0,0.990142,1,1,1,1,100,5,1.0,,1,1,1251,0.75,1
Buy,Sousse,0.9,1,551880.0,0.36792,1,1,1,1,100,2,0.4,,0,0,1252,0.75,1
Buy,Monastir,0.8,1,1012997.0,0.6753313333333333,1,1,1,1,100,1,0.2,,1,1,1253,0.749,1
Buy,Ben Arous,0.83,1,384006.0,0.256004,1,1,1,0,60,5,1.0,,0,0,1254,0.749,1
Rent,Ariana,0.88,1,3456.0,0.6912,1,1,1,1,100,5,1.0,1.0,1,0,1255,0.749,1
Buy,La Marsa,0.95,1,175380.0,0.11692,1,1,1,1,100,0,0.0,,1,0,1256,0.749,0
Rent,Hammamet,0.82,1,1148.0,0.2296,1,1,1,1,100,0,0.0,0.0,1,0,1257,0.749,0
Rent,Sousse,0.9,1,4253.0,0.8506,1,1,0,1,70,0,0.0,1.0,1,0,1258,0.748,1
Rent,Nabeul,0.78,1,3942.0,0.7884,1,1,1,1,100,2,0.4,1.0,1,0,1259,0.748,1
Rent,Tunis,1.0,1,3338.0,0.6676,1,1,1,1,100,5,1.0,,0,0,1260,0.748,1
Rent,La Marsa,0.95,1,2715.0,0.543,1,1,1,0,60,4,0.8,,0,1,1261,0.748,1
Rent,Unknown,0.3,0,2033.0,0.4066,1,1,1,0,60,2,0.4,1.0,1,1,1262,0.748,1
Rent,La Marsa,0.95,1,1695.0,0.339,1,1,1,1,100,4,0.8,0.0,1,1,1263,0.747,1
Buy,Ariana,0.88,1,1065018.0,0.710012,1,1,0,1,70,2,0.4,,0,0,1264,0.747,1
Buy,Sousse,0.9,1,300801.0,0.200534,1,1,1,1,100,5,1.0,,1,0,1265,0.747,1
Buy,Non précisée,0.2,0,1443020.0,0.9620133333333334,1,0,1,1,70,4,0.8,,0,1,1266,0.747,1
Buy,Tunis,1.0,1,1146703.0,0.7644686666666667,1,1,1,1,100,5,1.0,,1,0,1267,0.747,1
Buy,Non précisée,0.2,0,422099.0,0.28139933333333333,1,0,1,1,70,0,0.0,,1,0,1268,0.746,0
Buy,Sousse,0.9,1,177643.0,0.11842866666666667,1,1,1,1,100,3,0.6,,1,1,1269,0.746,1
Buy,Nabeul,0.78,1,203206.0,0.13547066666666666,1,1,1,0,60,1,0.2,,0,1,1270,0.746,0
Buy,Ben Arous,0.83,1,1243970.0,0.8293133333333333,1,0,1,1,70,5,1.0,,1,0,1271,0.746,1
Buy,Ben Arous,0.83,1,1338518.0,0.8923453333333333,1,1,1,1,100,3,0.6,,1,1,1272,0.746,1
Buy,Nabeul,0.78,1,1128356.0,0.7522373333333333,1,1,1,1,100,4,0.8,,0,1,1273,0.745,1
Rent,Unknown,0.3,0,1792.0,0.3584,1,1,1,1,100,3,0.6,0.0,1,1,1274,0.745,1
Rent,Sfax,0.85,1,3930.0,0.786,1,1,1,1,100,1,0.2,1.0,1,0,1275,0.745,1
Rent,Ariana,0.88,1,4645.0,0.929,1,1,1,1,100,1,0.2,0.0,1,0,1276,0.745,1
Buy,Hammamet,0.82,1,381230.0,0.25415333333333334,1,1,1,1,100,3,0.6,,1,1,1277,0.745,1
Rent,Monastir,0.8,1,4166.0,0.8332,1,1,1,1,100,2,0.4,0.0,1,0,1278,0.744,1
Rent,La Marsa,0.95,1,4914.0,0.9828,1,1,1,1,100,3,0.6,,0,1,1279,0.744,1
Rent,Unknown,0.3,0,4042.0,0.8084,1,1,0,1,70,1,0.2,0.0,1,1,1280,0.744,0
Buy,Nabeul,0.78,1,851964.0,0.567976,1,1,1,0,60,1,0.2,,1,1,1281,0.744,1
Rent,Sfax,0.85,1,,,0,1,1,1,100,4,0.8,1.0,1,0,1282,0.744,1
Rent,Non précisée,0.2,0,4289.0,0.8578,1,1,1,1,100,0,0.0,,0,0,1283,0.743,1
Rent,Bizerte,0.75,1,3889.0,0.7778,1,1,1,0,60,5,1.0,,0,0,1284,0.743,1
Rent,Sousse,0.9,1,2748.0,0.5496,1,1,1,1,100,2,0.4,1.0,1,1,1285,0.743,1
Rent,Non précisée,0.2,0,,,0,1,0,1,70,5,1.0,1.0,1,1,1286,0.743,1
Rent,Non précisée,0.2,0,1808.0,0.3616,1,1,1,1,100,1,0.2,1.0,1,1,1287,0.743,0
Buy,Sousse,0.9,1,,,0,1,1,1,100,0,0.0,,1,0,1288,0.742,0
Rent,Tunis,1.0,1,562.0,0.1124,1,1,1,1,100,4,0.8,1.0,1,0,1289,0.742,1
Buy,Non précisée,0.2,0,,,0,1,1,0,60,1,0.2,,1,0,1290,0.742,0
Rent,Ben Arous,0.83,1,1863.0,0.3726,1,1,1,1,100,2,0.4,1.0,1,0,1291,0.742,1
Buy,Unknown,0.3,0,430997.0,0.2873313333333333,1,1,1,1,100,5,1.0,,1,1,1292,0.742,1
Buy,Hammamet,0.82,1,63325.0,0.042216666666666666,1,1,1,0,60,2,0.4,,1,1,1293,0.741,0
Buy,Ben Arous,0.83,1,734970.0,0.48998,1,1,1,1,100,4,0.8,,1,0,1294,0.741,1
Buy,Monastir,0.8,1,482315.0,0.32154333333333335,1,1,1,1,100,0,0.0,,1,1,1295,0.741,0
Rent,Sfax,0.85,1,2883.0,0.5766,1,1,1,1,100,1,0.2,0.0,1,0,1296,0.741,1
Rent,Tunis,1.0,1,,,0,1,1,1,100,3,0.6,,0,0,1297,0.741,1
Buy,Hammamet,0.82,1,,,0,1,1,1,100,4,0.8,,1,0,1298,0.74,1
Buy,Ariana,0.88,1,1133171.0,0.7554473333333334,1,1,1,0,60,3,0.6,,1,1,1299,0.74,1
Rent,Hammamet,0.82,1,1043.0,0.2086,1,1,1,1,100,0,0.0,0.0,1,1,1300,0.74,0
Rent,Hammamet,0.82,1,1119.0,0.2238,1,1,1,1,100,3,0.6,1.0,1,0,1301,0.74,1
Buy,Unknown,0.3,0,867231.0,0.578154,1,1,0,1,70,5,1.0,,1,1,1302,0.74,1
Buy,Sousse,0.9,1,421947.0,0.281298,1,1,1,0,60,5,1.0,,1,0,1303,0.739,1
Buy,Ben Arous,0.83,1,1436117.0,0.9574113333333333,1,1,1,1,100,3,0.6,,0,1,1304,0.739,1
Buy,Non précisée,0.2,0,1452298.0,0.9681986666666667,1,1,1,0,60,1,0.2,,0,0,1305,0.739,0
Rent,Hammamet,0.82,1,2472.0,0.4944,1,1,0,0,30,0,0.0,0.0,1,0,1306,0.739,0
Rent,Tunis,1.0,1,4602.0,0.9204,1,1,1,1,100,1,0.2,,0,0,1307,0.739,1
Buy,La Marsa,0.95,1,920479.0,0.6136526666666666,1,1,1,0,60,4,0.8,,1,0,1308,0.738,1
Rent,La Marsa,0.95,1,2404.0,0.4808,1,1,1,1,100,4,0.8,0.0,1,1,1309,0.738,1
Buy,Sousse,0.9,1,322226.0,0.21481733333333333,1,1,1,1,100,5,1.0,,0,1,1310,0.738,1
Rent,Ben Arous,0.83,1,,,0,1,1,1,100,2,0.4,1.0,1,1,1311,0.738,1
Rent,Sousse,0.9,1,3370.0,0.674,1,1,1,1,100,0,0.0,1.0,1,0,1312,0.738,1
Buy,Monastir,0.8,1,80034.0,0.053356,1,1,0,1,70,1,0.2,,1,0,1313,0.737,0
Rent,La Marsa,0.95,1,1838.0,0.3676,1,1,1,1,100,3,0.6,1.0,1,1,1314,0.737,1
Rent,Sfax,0.85,1,4514.0,0.9028,1,1,1,1,100,2,0.4,1.0,1,1,1315,0.737,1
Rent,Unknown,0.3,0,,,0,1,1,1,100,2,0.4,0.0,1,1,1316,0.737,0
Buy,Sfax,0.85,1,1009307.0,0.6728713333333334,1,1,1,1,100,1,0.2,,1,1,1317,0.737,1
Rent,Hammamet,0.82,1,979.0,0.1958,1,1,1,0,60,4,0.8,,0,0,1318,0.736,1
Buy,Tunis,1.0,1,792258.0,0.528172,1,1,1,1,100,4,0.8,,1,1,1319,0.736,1
Rent,Ariana,0.88,1,4648.0,0.9296,1,1,1,1,100,5,1.0,1.0,1,0,1320,0.736,1
Buy,Ariana,0.88,1,1328561.0,0.8857073333333333,1,1,1,0,60,3,0.6,,0,1,1321,0.736,1
Rent,La Marsa,0.95,1,1415.0,0.283,1,1,1,0,60,5,1.0,0.0,1,0,1322,0.736,1
Buy,Tunis,1.0,1,344237.0,0.22949133333333332,1,1,1,1,100,1,0.2,,1,0,1323,0.735,0
Rent,Hammamet,0.82,1,2336.0,0.4672,1,1,0,1,70,2,0.4,,0,1,1324,0.735,1
Buy,Non précisée,0.2,0,1459951.0,0.9733006666666667,1,1,1,1,100,2,0.4,,0,0,1325,0.735,1
Rent,Ariana,0.88,1,,,0,1,1,1,100,2,0.4,1.0,1,0,1326,0.735,1
Rent,Sousse,0.9,1,,,0,1,1,1,100,2,0.4,0.0,1,1,1327,0.735,1
Buy,Unknown,0.3,0,1276788.0,0.851192,1,1,1,1,100,3,0.6,,1,0,1328,0.734,1
Buy,Sfax,0.85,1,1315245.0,0.87683,1,1,1,1,100,5,1.0,,1,0,1329,0.734,1
Rent,Hammamet,0.82,1,,,0,1,1,1,100,5,1.0,,0,1,1330,0.734,1
Rent,Hammamet,0.82,1,2358.0,0.4716,1,1,0,0,30,3,0.6,,0,1,1331,0.734,1
Buy,Ben Arous,0.83,1,607326.0,0.404884,1,1,1,1,100,4,0.8,,1,1,1332,0.734,1
Rent,Ben Arous,0.83,1,3434.0,0.6868,1,0,1,1,70,5,1.0,1.0,1,0,1333,0.733,1
Buy,Nabeul,0.78,1,1316272.0,0.8775146666666667,1,1,1,1,100,2,0.4,,1,1,1334,0.733,1
Rent,Ben Arous,0.83,1,605.0,0.121,1,1,1,1,100,3,0.6,0.0,1,1,1335,0.733,1
Buy,Tunis,1.0,1,739883.0,0.4932553333333333,1,1,1,1,100,5,1.0,,1,1,1336,0.733,1
Rent,Unknown,0.3,0,2337.0,0.4674,1,1,1,1,100,5,1.0,0.0,1,0,1337,0.733,1
Buy,Ariana,0.88,1,1197724.0,0.7984826666666667,1,1,1,1,100,1,0.2,,1,0,1338,0.732,1
Rent,Nabeul,0.78,1,2164.0,0.4328,1,1,1,1,100,0,0.0,0.0,1,1,1339,0.732,0
Buy,Hammamet,0.82,1,1068042.0,0.712028,1,1,1,1,100,1,0.2,,1,1,1340,0.732,1
Buy,Sfax,0.85,1,701223.0,0.467482,1,1,1,1,100,4,0.8,,1,1,1341,0.732,1
Buy,Monastir,0.8,1,,,0,1,1,1,100,2,0.4,,0,1,1342,0.732,1
Rent,Hammamet,0.82,1,,,0,1,1,1,100,2,0.4,1.0,1,1,1343,0.731,1
Buy,La Marsa,0.95,1,565697.0,0.3771313333333333,1,1,1,1,100,3,0.6,,0,0,1344,0.731,1
Buy,Monastir,0.8,1,973493.0,0.6489953333333334,1,1,1,0,60,1,0.2,,1,0,1345,0.731,1
Rent,La Marsa,0.95,1,4815.0,0.963,1,1,1,0,60,4,0.8,1.0,1,1,1346,0.731,1
Rent,Non précisée,0.2,0,3281.0,0.6562,1,1,1,1,100,1,0.2,0.0,1,0,1347,0.731,0
Buy,Nabeul,0.78,1,567777.0,0.378518,1,1,1,0,60,4,0.8,,1,1,1348,0.73,1
Rent,Sfax,0.85,1,2166.0,0.4332,1,1,1,1,100,4,0.8,0.0,1,1,1349,0.73,1
Buy,La Marsa,0.95,1,1092563.0,0.7283753333333334,1,1,0,1,70,0,0.0,,1,1,1350,0.73,1
Buy,Nabeul,0.78,1,360127.0,0.24008466666666667,1,1,1,1,100,2,0.4,,1,0,1351,0.73,0
Buy,Non précisée,0.2,0,953516.0,0.6356773333333333,1,1,1,1,100,1,0.2,,1,1,1352,0.73,0
Rent,Nabeul,0.78,1,4461.0,0.8922,1,1,1,1,100,5,1.0,1.0,1,0,1353,0.729,1
Buy,Non précisée,0.2,0,1281967.0,0.8546446666666667,1,1,1,1,100,4,0.8,,1,0,1354,0.729,1
Buy,Monastir,0.8,1,426104.0,0.28406933333333334,1,1,0,1,70,5,1.0,,0,0,1355,0.729,1
Buy,Hammamet,0.82,1,1487289.0,0.991526,1,1,1,1,100,1,0.2,,1,0,1356,0.729,1
Buy,Bizerte,0.75,1,952532.0,0.6350213333333333,1,1,1,0,60,3,0.6,,0,1,1357,0.729,1
Buy,Nabeul,0.78,1,247190.0,0.16479333333333332,1,1,0,1,70,4,0.8,,0,1,1358,0.728,1
Buy,Sousse,0.9,1,,,0,1,0,1,70,2,0.4,,0,1,1359,0.728,0
Rent,Sfax,0.85,1,1844.0,0.3688,1,1,1,1,100,2,0.4,,0,0,1360,0.728,1
Buy,Ben Arous,0.83,1,421045.0,0.28069666666666665,1,1,1,1,100,1,0.2,,1,1,1361,0.728,1
Buy,Ben Arous,0.83,1,,,0,1,1,1,100,2,0.4,,1,0,1362,0.728,1
Rent,Unknown,0.3,0,4547.0,0.9094,1,1,0,0,30,1,0.2,1.0,1,1,1363,0.727,1
Rent,La Marsa,0.95,1,4842.0,0.9684,1,1,1,0,60,3,0.6,,0,1,1364,0.727,1
Buy,Nabeul,0.78,1,,,0,1,1,1,100,5,1.0,,1,1,1365,0.727,1
Buy,Ariana,0.88,1,,,0,1,1,1,100,5,1.0,,1,1,1366,0.727,1
Buy,Bizerte,0.75,1,989323.0,0.6595486666666667,1,1,1,1,100,3,0.6,,1,0,1367,0.727,1
Rent,Tunis,1.0,1,2933.0,0.5866,1,1,1,1,100,2,0.4,1.0,1,1,1368,0.726,1
Buy,Monastir,0.8,1,694076.0,0.4627173333333333,1,1,1,1,100,1,0.2,,1,0,1369,0.726,0
Buy,Ariana,0.88,1,,,0,1,1,1,100,4,0.8,,0,0,1370,0.726,1
Rent,Non précisée,0.2,0,1760.0,0.352,1,1,1,0,60,1,0.2,,0,0,1371,0.726,0
Buy,Non précisée,0.2,0,476997.0,0.317998,1,1,1,1,100,0,0.0,,1,0,1372,0.726,0
Buy,Bizerte,0.75,1,,,0,1,1,1,100,1,0.2,,1,0,1373,0.725,0
Rent,Hammamet,0.82,1,,,0,1,1,1,100,3,0.6,1.0,1,0,1374,0.725,1
Rent,Monastir,0.8,1,2533.0,0.5066,1,1,0,1,70,3,0.6,,0,0,1375,0.725,1
Rent,Bizerte,0.75,1,3539.0,0.7078,1,0,1,0,30,5,1.0,,0,0,1376,0.725,1
Buy,Sfax,0.85,1,1074535.0,0.7163566666666666,1,1,1,0,60,5,1.0,,0,0,1377,0.725,1
Rent,Bizerte,0.75,1,2632.0,0.5264,1,1,1,1,100,3,0.6,1.0,1,0,1378,0.724,1
Rent,Monastir,0.8,1,,,0,1,1,0,60,1,0.2,,0,1,1379,0.724,0
Buy,Sfax,0.85,1,191348.0,0.12756533333333334,1,1,1,1,100,1,0.2,,1,0,1380,0.724,1
Buy,Monastir,0.8,1,141766.0,0.09451066666666667,1,1,1,1,100,2,0.4,,1,1,1381,0.724,1
Rent,Monastir,0.8,1,762.0,0.1524,1,1,1,1,100,0,0.0,,0,0,1382,0.724,0
Buy,Nabeul,0.78,1,970380.0,0.64692,1,0,1,1,70,4,0.8,,1,1,1383,0.723,1
